r,l,t
-0.00727,1000,544.269393
-0.008436,1000,545.144125
-0.008688,1000,546.040054
-0.007476,1000,546.91442
-0.007375,1000,547.799814
-0.007839,1000,548.679664
-0.007976,1000,549.55751
-0.007297,1000,550.424498
-0.007486,1000,551.353541
-0.007667,1000,552.259247
-0.008413,1000,553.175192
-0.007783,1000,554.052947
-0.00776,1000,554.94274
-0.00741,1000,555.816614
-0.007047,1000,556.6969
-0.006887,1000,557.558954
-0.00727,1000,558.424359
-0.006866,1000,559.290311
-0.00701,1000,560.172807
-0.007676,1000,561.046503
-0.007077,1000,561.919483
-0.008004,1000,562.779184
-0.007247,1000,563.641801
-0.007846,1000,564.511427
-0.008329,1000,565.385548
-0.00932,1000,566.069819
-0.009715,1000,566.933836
-0.008967,1000,567.801193
-0.008715,1000,568.686164
-0.008465,1000,569.560452
-0.007759,1000,570.446685
-0.008418,1000,571.328618
-0.008007,1000,572.202135
-0.007592,1000,573.067445
-0.008602,1000,573.930554
-0.008153,1000,574.796063
-0.007746,1000,575.669323
-0.007976,1000,576.549584
-0.007223,1000,577.430007
-0.007414,1000,578.310758
-0.007218,1000,579.189294
-0.006949,1000,580.053159
-0.006973,1000,580.917091
-0.00705,1000,581.799452
-0.007195,1000,582.664708
-0.007211,1000,583.524396
-0.007001,1000,584.394685
-0.007085,1000,585.247483
-0.007661,1000,586.112006
-0.007634,1000,586.97657
-0.007364,1000,587.836898
-0.007296,1000,588.722997
-0.007669,1000,589.59796
-0.007814,1000,590.481269
-0.007907,1000,591.351097
-0.008909,1000,592.225326
-0.008636,1000,593.090064
-0.009843,1000,593.958688
-0.010009,1000,594.817783
-0.007606,1000,595.688816
-0.008197,1000,596.558297
-0.009504,1000,597.422677
-0.008912,1000,598.293376
-0.008408,1000,599.152725
-0.008399,1000,600.023861
-0.008301,1000,600.875581
-0.008204,1000,601.742729
-0.007711,1000,602.618429
-0.00777,1000,603.289056
-0.007875,1000,604.16079
-0.007403,1000,605.032991
-0.007377,1000,605.89807
-0.006512,1000,606.760034
-0.007197,1000,607.636628
-0.007813,1000,608.515023
-0.007492,1000,609.391834
-0.007018,1000,610.260224
-0.007256,1000,611.170391
-0.007161,1000,612.083985
-0.008077,1000,612.977184
-0.008541,1000,613.825269
-0.00824,1000,614.692792
-0.009269,1000,615.55919
-0.010272,1000,616.427659
-0.010349,1000,617.298317
-0.009665,1000,618.186048
-0.008361,1000,619.04126
-0.008394,1000,619.896784
-0.008385,1000,620.770473
-0.007721,1000,621.638324
-0.008081,1000,622.50976
-0.007509,1000,623.386868
-0.007565,1000,624.2646
-0.007473,1000,625.114166
-0.007819,1000,625.974901
-0.007878,1000,626.831847
-0.007765,1000,627.6963
-0.008402,1000,628.567196
-0.008596,1000,629.444774
-0.007769,1000,630.314986
-0.008138,1000,631.18006
-0.008179,1000,632.042639
-0.008881,1000,632.897153
-0.007762,1000,633.752431
-0.007561,1000,634.612221
-0.008186,1000,635.475675
-0.007246,1000,636.324696
-0.007409,1000,637.178781
-0.008347,1000,638.03825
-0.007653,1000,638.898896
-0.007158,1000,639.762235
-0.008071,1000,640.418301
-0.006894,1000,641.292536
-0.007139,1000,642.155128
-0.007286,1000,643.007817
-0.007432,1000,643.880643
-0.007206,1000,644.748356
-0.007829,1000,645.609207
-0.007389,1000,646.480695
-0.007906,1000,647.353891
-0.007437,1000,648.223068
-0.007883,1000,649.084642
-0.006955,1000,649.948221
-0.006892,1000,650.818345
-0.006955,1000,651.681028
-0.007215,1000,652.545457
-0.007465,1000,653.407299
-0.006487,1000,654.284336
-0.006657,1000,655.150019
-0.006561,1000,656.020391
-0.006854,1000,656.884886
-0.006879,1000,657.765127
-0.006848,1000,658.651878
-0.006856,1000,659.521406
-0.00683,1000,660.446509
-0.007014,1000,661.314699
-0.006464,1000,662.184835
-0.007767,1000,663.039875
-0.006632,1000,663.902661
-0.006832,1000,664.776051
-0.00667,1000,665.643094
-0.006198,1000,666.520162
-0.007183,1000,667.393405
-0.007703,1000,668.257313
-0.006796,1000,669.12197
-0.006761,1000,669.979757
-0.006418,1000,670.870317
-0.006651,1000,671.777683
-0.007034,1000,672.670977
-0.007282,1000,673.571512
-0.007211,1000,674.454534
-0.007656,1000,675.319415
-0.007278,1000,676.198802
-0.006976,1000,676.874803
-0.006658,1000,677.749698
-0.006064,1000,678.618954
-0.007251,1000,679.486347
-0.006231,1000,680.363323
-0.006773,1000,681.23801
-0.007204,1000,682.133305
-0.005843,1000,683.002326
-0.006512,1000,683.860759
-0.005733,1000,684.719077
-0.007348,1000,685.592998
-0.00702,1000,686.466033
-0.006721,1000,687.34827
-0.006825,1000,688.221894
-0.006601,1000,689.103685
-0.006322,1000,689.964573
-0.006108,1000,690.840401
-0.006585,1000,691.708473
-0.00616,1000,692.581456
-0.006861,1000,693.449412
-0.00724,1000,694.307938
-0.006626,1000,695.162954
-0.006995,1000,696.030039
-0.006746,1000,696.887738
-0.006874,1000,697.760164
-0.006646,1000,698.623856
-0.006801,1000,699.498148
-0.006372,1000,700.367659
-0.006598,1000,701.231743
-0.006658,1000,702.105303
-0.005757,1000,702.957413
-0.006045,1000,703.829701
-0.005677,1000,704.699075
-0.006231,1000,705.574119
-0.006334,1000,706.447305
-0.006633,1000,707.320192
-0.005727,1000,708.18191
-0.006127,1000,709.050704
-0.005755,1000,709.928091
-0.006285,1000,710.79731
-0.006404,1000,711.672857
-0.005468,1000,712.545572
-0.00584,1000,713.413405
-0.006191,1000,714.077963
-0.006214,1000,714.93754
-0.006479,1000,715.814085
-0.006288,1000,716.819255
-0.006678,1000,717.6973
-0.00681,1000,718.576827
-0.006932,1000,719.443256
-0.006187,1000,720.313115
-0.006073,1000,721.197223
-0.006185,1000,722.073354
-0.006755,1000,722.938849
-0.006735,1000,723.810566
-0.006424,1000,724.690121
-0.006683,1000,725.554468
-0.006046,1000,726.426722
-0.005746,1000,727.295579
-0.006148,1000,728.172782
-0.005648,1000,729.048059
-0.006135,1000,729.939802
-0.006069,1000,730.806097
-0.006269,1000,731.708747
-0.006084,1000,732.589829
-0.006092,1000,733.466089
-0.006121,1000,734.345952
-0.006368,1000,735.220307
-0.005853,1000,736.08544
-0.006284,1000,736.944335
-0.005346,1000,737.796153
-0.005746,1000,738.662652
-0.005552,1000,739.538337
-0.005434,1000,740.421343
-0.005278,1000,741.311213
-0.005757,1000,742.195454
-0.00593,1000,743.079947
-0.005613,1000,743.941448
-0.00576,1000,744.837646
-0.005464,1000,745.707852
-0.006099,1000,746.580066
-0.005414,1000,747.451402
-0.005682,1000,748.320266
-0.005565,1000,749.207086
-0.005143,1000,750.060184
-0.005532,1000,750.930234
-0.005031,1000,751.609409
-0.005126,1000,752.490712
-0.0054,1000,753.367429
-0.005484,1000,754.232754
-0.005408,1000,755.109514
-0.005163,1000,756.006625
-0.005144,1000,756.88036
-0.004944,1000,757.771439
-0.004955,1000,758.643671
-0.004815,1000,759.510909
-0.004753,1000,760.378432
-0.005042,1000,761.251564
-0.005504,1000,762.134635
-0.005365,1000,763.002501
-0.005382,1000,763.87152
-0.005551,1000,764.746966
-0.005615,1000,765.618593
-0.005549,1000,766.482747
-0.005035,1000,767.361674
-0.005232,1000,768.233207
-0.005686,1000,769.100804
-0.005076,1000,769.96833
-0.004924,1000,770.835853
-0.004768,1000,771.700197
-0.00454,1000,772.579203
-0.005034,1000,773.458935
-0.0048,1000,774.337637
-0.004605,1000,775.205718
-0.004803,1000,776.073907
-0.004287,1000,776.945863
-0.004692,1000,777.802735
-0.004604,1000,778.67291
-0.004728,1000,779.568107
-0.004382,1000,780.443367
-0.004605,1000,781.321038
-0.004487,1000,782.198872
-0.004484,1000,783.076926
-0.004316,1000,783.937304
-0.004593,1000,784.806524
-0.004733,1000,785.689218
-0.004817,1000,786.567983
-0.004877,1000,787.457942
-0.005028,1000,788.136186
-0.005032,1000,788.998683
-0.004962,1000,789.868723
-0.006254,1000,790.737272
-0.005578,1000,791.644669
-0.004822,1000,792.573411
-0.00478,1000,793.487874
-0.00411,1000,794.358249
-0.004319,1000,795.209888
-0.004077,1000,796.086035
-0.004246,1000,796.973811
-0.004412,1000,797.858022
-0.004779,1000,798.755939
-0.004397,1000,799.628806
-0.004023,1000,800.496516
-0.003914,1000,801.369832
-0.004415,1000,802.248586
-0.004144,1000,803.123227
-0.003954,1000,803.996741
-0.004554,1000,804.870785
-0.004686,1000,805.735941
-0.004024,1000,806.621218
-0.004557,1000,807.485627
-0.004137,1000,808.353032
-0.003994,1000,809.226056
-0.004207,1000,810.092231
-0.004204,1000,810.951246
-0.004326,1000,811.819196
-0.004263,1000,812.67656
-0.004403,1000,813.552412
-0.004071,1000,814.425292
-0.004166,1000,815.298946
-0.00427,1000,816.169869
-0.00422,1000,817.047377
-0.004569,1000,817.911501
-0.004144,1000,818.770324
-0.004281,1000,819.639896
-0.004305,1000,820.508855
-0.004207,1000,821.387753
-0.004394,1000,822.259348
-0.003957,1000,823.124646
-0.003951,1000,823.99517
-0.004538,1000,824.856804
-0.00431,1000,825.531422
-0.004055,1000,826.409038
-0.003699,1000,827.270878
-0.004563,1000,828.140804
-0.004273,1000,829.000399
-0.005473,1000,829.876079
-0.004507,1000,830.748849
-0.004448,1000,831.619068
-0.004477,1000,832.494478
-0.004799,1000,833.360573
-0.004585,1000,834.228456
-0.004107,1000,835.084925
-0.003909,1000,835.960029
-0.005183,1000,836.843019
-0.004916,1000,837.707225
-0.004622,1000,838.599571
-0.004969,1000,839.485625
-0.004338,1000,840.346164
-0.004403,1000,841.207179
-0.004396,1000,842.08088
-0.004613,1000,842.957416
-0.004841,1000,843.836452
-0.004677,1000,844.720907
-0.004728,1000,845.595776
-0.005353,1000,846.475706
-0.004805,1000,847.340799
-0.004807,1000,848.204916
-0.004989,1000,849.060427
-0.005188,1000,849.941607
-0.005156,1000,850.84729
-0.004767,1000,851.73495
-0.005296,1000,852.628583
-0.005264,1000,853.509795
-0.005822,1000,854.382975
-0.005348,1000,855.250019
-0.004972,1000,856.107778
-0.004989,1000,856.961515
-0.005164,1000,857.811814
-0.005023,1000,858.660264
-0.005174,1000,859.52368
-0.005489,1000,860.386909
-0.00501,1000,861.241882
-0.005012,1000,862.101165
-0.004595,1000,862.757007
-0.004668,1000,863.630849
-0.004789,1000,864.494956
-0.005144,1000,865.357295
-0.004683,1000,866.224622
-0.005367,1000,867.090436
-0.005017,1000,867.947534
-0.004444,1000,868.802288
-0.004222,1000,869.67685
-0.00386,1000,870.53768
