r,l,t
94.003219,66,2568.717028
94.018278,70,2570.374749
94.410131,73,2572.141966
93.902081,67,2573.974826
94.338846,69,2575.654902
94.20815,66,2577.382933
93.739742,65,2579.039621
92.567082,136,2580.713758
94.141702,67,2584.112123
94.434931,69,2585.804573
90.815691,126,2587.563776
94.13609,66,2590.686673
93.834812,67,2592.338421
93.648719,66,2594.037838
94.425634,71,2595.690834
91.675559,141,2597.539898
93.850011,67,2601.067633
95.008356,76,2602.760285
93.927634,66,2604.674712
93.808337,66,2606.346673
94.516591,72,2608.02194
93.846575,65,2609.821386
94.450963,70,2611.454118
93.959156,68,2613.213662
93.805329,68,2614.925165
93.681104,65,2616.642342
94.938389,84,2618.2951
93.632014,71,2620.431021
95.036206,72,2622.247758
95.344271,77,2624.091177
93.973011,75,2626.063729
93.973096,68,2627.964519
92.102027,144,2629.739333
94.083116,69,2633.348402
93.790546,67,2635.103771
94.829397,77,2636.824929
93.760496,67,2638.779907
93.946534,72,2640.476878
93.600208,66,2642.315336
93.619185,67,2644.001756
94.628057,70,2645.731364
94.093454,67,2647.510013
93.649605,70,2649.206085
94.972022,71,2651.000066
94.0407,91,2652.796596
93.669285,68,2655.074299
93.918503,67,2656.804861
93.570885,84,2658.508643
94.279877,67,2660.622979
94.018434,69,2662.337844
93.773291,68,2664.086507
93.833046,71,2665.804055
94.96799,77,2667.616209
93.861871,70,2669.566934
94.137263,69,2671.367088
93.732133,66,2673.14402
94.028955,70,2674.822004
94.014748,68,2676.598665
93.83224,66,2678.297141
94.187676,82,2679.961503
94.738698,74,2682.023739
94.777358,72,2683.884913
93.817396,69,2685.692163
94.192665,67,2687.427091
94.837793,69,2689.126721
94.065554,71,2690.861756
93.707731,69,2692.647296
93.803889,66,2694.389037
93.742616,66,2696.100422
93.971939,67,2697.812238
94.104827,69,2699.536458
94.443634,69,2701.306377
94.38629,77,2703.075952
94.300519,69,2705.029054
93.995942,67,2706.788941
94.107623,70,2708.485286
90.544211,166,2710.321815
92.377653,138,2714.554401
93.599947,69,2718.055298
95.176337,72,2719.808545
94.650503,71,2721.65223
94.026591,66,2723.451197
93.922179,66,2725.124327
94.036164,72,2726.790111
94.866376,77,2728.591145
92.551326,140,2730.543118
94.409916,71,2734.022371
93.874004,68,2735.814973
92.394733,133,2737.567993
93.057904,142,2740.932904
93.707086,67,2744.475067
94.071051,66,2746.17239
93.689946,70,2747.843963
94.241734,73,2749.620011
93.655896,97,2751.487561
94.042256,68,2753.946231
94.795015,85,2755.709859
93.924314,66,2757.863386
95.083627,71,2759.532598
93.919438,68,2761.342337
93.906663,67,2763.064952
95.201441,71,2764.743433
94.032916,67,2766.526226
94.449601,68,2768.200423
94.069093,68,2769.889669
94.419029,70,2771.5904
93.839992,67,2773.356243
94.741735,70,2775.048176
93.917321,67,2776.821754
93.878264,69,2778.552595
93.705366,66,2780.319001
94.858897,71,2782.009619
94.620484,69,2783.835063
94.357272,73,2785.601401
93.910572,69,2787.46114
93.68261,67,2789.212508
94.502281,73,2790.910237
94.132334,66,2792.751128
93.783229,72,2794.428717
94.631517,71,2796.247863
94.754994,73,2798.046558
85.207456,205,2799.98363
94.605869,69,2805.119339
93.984859,71,2806.862789
94.109522,70,2808.659664
93.870655,68,2810.433206
93.738149,69,2812.173672
93.968074,68,2813.927784
95.559563,76,2815.660143
93.712428,71,2817.588639
94.890919,71,2819.388078
78.242059,438,2821.39277
93.634803,70,2832.421423
95.154876,83,2834.21809
94.751908,70,2836.35554
93.993426,67,2838.176012
94.275378,77,2839.906002
93.963036,66,2841.906704
94.004094,97,2843.63288
94.609556,72,2846.127432
92.68795,134,2847.993166
62.424596,757,2851.707531
94.99824,77,2870.507149
93.65732,69,2872.467054
93.740783,71,2874.230872
-69.155716,1000,2876.575193
